ProductID,ProductCategory,ProductSubcategory,ProductGroup,ProductVendor,ProductName,ProductModel,ProductUnitCost,ProductUnitPrice,ProductWeight
1527,HOME OFFICE,LAPTOP,Laptops,Vendor 102,SATELLITE LAPTOP,C655S5122,508.24,635.3,11
1528,HOME OFFICE,LAPTOP,Laptops,Vendor 102,SATELLITE NOTEBOOK,L775S7350,696.56,891.5968,11
1529,HOME OFFICE,LAPTOP,Laptops,Vendor 102,SUB MODEL L775S7350,L755S7350,696.56,835.872,11
1530,HOME OFFICE,LAPTOP,Laptops,Vendor 121,"14.1""PAVILION NOTEBOOK PC",DV41540US,764.69,1085.8598,19
1531,HOME OFFICE,LAPTOP,Laptops,Vendor 121,"15.6""PAVILION NOTEBOOK PC",DV61360US,936.84,1124.208,12
1532,HOME OFFICE,LAPTOP,Laptops,Vendor 121,HP PAVILION ENTERTAIN. PC,DV76191NR,888.68,1324.1332,18
1533,HOME OFFICE,LAPTOP,Laptops,Vendor 121,HP PAVILION NOTEBOOK,G61B78NR,567.27,703.4148,19
1534,HOME OFFICE,LAPTOP,Laptops,Vendor 121,LAPTOP,DV1629,1124.61,1282.0554,11
1535,HOME OFFICE,LAPTOP,Laptops,Vendor 121,LAPTOP,G62346NR,490.24,686.336,19
1536,HOME OFFICE,LAPTOP,Laptops,Vendor 121,LAPTOP COMPUTER,DV6335US,989.53,1415.0279,16
1537,HOME OFFICE,LAPTOP,Laptops,Vendor 121,LAPTOP WITH BEATS AUDIO,DV74178NR,784.97,894.8658,19
1538,HOME OFFICE,LAPTOP,Laptops,Vendor 121,NOTEBOOK,DV1515CL,1221.52,1368.1024,12
1539,HOME OFFICE,LAPTOP,Laptops,Vendor 121,NOTEBOOK,DV6110US,887.93,1331.895,14
1540,HOME OFFICE,LAPTOP,Laptops,Vendor 121,NOTEBOOK,DV6725US,845.61,1124.6613,14
1541,HOME OFFICE,LAPTOP,Laptops,Vendor 121,NOTEBOOK,TX1210US,1181.01,1322.7312,17
1542,HOME OFFICE,LAPTOP,Laptops,Vendor 121,NOTEBOOK BUNDLE,DV61122USBDL,831.15,980.757,19
1543,HOME OFFICE,LAPTOP,Laptops,Vendor 121,NOTEBOOK PC,DV62150US,734.81,984.6454,17
1544,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK,DV63132NR,703.88,893.9276,15
1545,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK PC,DV2910US,847.56,940.7916,18
1546,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK PC,DV41430US,767.76,998.088,13
1547,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK PC,DV51132US,850.28,1037.3416,20
1548,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK PC,DV51251NR,854.99,1273.9351,19
1549,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK PC,DV51387NR,617.83,908.2101,16
1550,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK PC,DV6751US,934.56,1224.2736,18
1551,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK PC,DV71270US,1192.86,1789.29,13
1552,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK PC,DV9810US,898.58,1132.2108,17
1553,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK PC,G42232NR,688.93,778.4909,13
1554,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK PC,G60117US,719.62,993.0756,10
1555,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK PC,G60230US,678.41,759.8192,19
1556,HOME OFFICE,LAPTOP,Laptops,Vendor 121,PAVILION NOTEBOOK PC,G60438NR,575.99,719.9875,13
1557,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"10.1""  N150-Bermuda",N150BERMUDABLUE,322.7,445.326,16
1558,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"10.1"" EPC1015PEDPU N",EPC1015PEDPU17B,352.53,423.036,18
1559,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"10.1"" Netbook N315- Black",N315BLACK,440.11,642.5606,11
1560,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"10"" Netbook Blue N450",U135643US,299.79,365.7438,19
1561,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"8.9"" T91 Tablet",T91SAVU1XBK,392.59,537.8483,14
1562,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"Acer AO533 10.1"" 250",AO53313083R,344.84,517.26,15
1563,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"Aspire -  10.1"" - 16",AOD2552509WS,297,362.34,18
1564,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"Aspire -  10.1"" - 16",AOD2552520WS,312.4,468.6,17
1565,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"Aspire One 10"" Win7",AOD2501383R,352,436.48,12
1566,HOME OFFICE,LAPTOP,Laptops,Vendor 23,Aspire One D250 160G,AOD2501325W7S,307.77,452.4219,18
1567,HOME OFFICE,LAPTOP,Laptops,Vendor 23,Aspire One D250 Blue,AOD2501827W7S,296.19,396.8946,10
1568,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"Gateway 15.6"" 320GB",EC5409UR,610.99,678.1989,19
1569,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"IdeaPad S10-3 10.1""",06472AU,304.34,343.9042,17
1570,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"IdeaPad S10-3 10.1""",06472BU,313.69,448.5767,17
1571,HOME OFFICE,LAPTOP,Laptops,Vendor 23,Intel Atom N450 10.1,MINI2101090NR,392.9,518.628,13
1572,HOME OFFICE,LAPTOP,Laptops,Vendor 23,Mini 5103 N455 10.1,WZ288UT,405.7,474.669,20
1573,HOME OFFICE,LAPTOP,Laptops,Vendor 23,mini NB305-N310  Q1-,NB305N310,338.92,416.8716,12
1574,HOME OFFICE,LAPTOP,Laptops,Vendor 23,mini NB305-N410BL  Q,NB305N410BL,372.69,495.6777,12
1575,HOME OFFICE,LAPTOP,Laptops,Vendor 23,MultiTouch Tablet PC 10.1,T1000P,716.99,996.6161,13
1576,HOME OFFICE,LAPTOP,Laptops,Vendor 23,N510 Netbook black,N5104B,555.49,833.235,14
1577,HOME OFFICE,LAPTOP,Laptops,Vendor 23,Satellite L505D-LS50,L505DLS5002,458.05,517.5965,15
1578,HOME OFFICE,LAPTOP,Laptops,Vendor 23,Satellite T115D-S112,T115DS1125,474.41,706.8709,14
1579,HOME OFFICE,LAPTOP,Laptops,Vendor 23,Satellite T135D-S132,T135DS1325RD,614.2,706.33,11
1580,HOME OFFICE,LAPTOP,Laptops,Vendor 23,T91 8.9'' Netbook,T91MTPU17BK,464.25,631.38,19
1581,HOME OFFICE,LAPTOP,Laptops,Vendor 23,"ThinkPad Edge 13W 13.3"" 3",019624U,743.5,1011.16,13
1582,HOME OFFICE,PRINTER,Fax,Vendor 23,HP 2140 Fax,HPFAX2140,99.7,133.598,17
1583,HOME OFFICE,PRINTER,Printers,Vendor 121,DESKJET E ALL-IN-ONE,F3050A,75.92,104.7696,18
1584,HOME OFFICE,PRINTER,Printers,Vendor 121,PHOTO PRINTER,PS8250,57.96,84.6216,18
1585,HOME OFFICE,PRINTER,Printers,Vendor 121,PHOTOSMART E ALL-IN-ONE,PS5510,79.42,95.304,18
1586,HOME OFFICE,PRINTER,Printers,Vendor 121,PHOTOSMART E ALL-IN-ONE,PS6510,128.53,183.7979,16
1587,HOME OFFICE,PRINTER,Printers,Vendor 121,PHOTOSMART ESTATION,CQ140A#B1H,290.06,435.09,13
1588,HOME OFFICE,PRINTER,Printers,Vendor 121,PRINTER,PSC1610,125.25,169.0875,16
1589,HOME OFFICE,PRINTER,Printers,Vendor 121,SP OR COLOR LAZER PRINTER,CP1525NW,206.57,293.3294,17
1590,HOME OFFICE,PRINTER,Printers,Vendor 23,23ppm Wireless Ready Prin,HL2170W,148.75,187.425,14
1591,HOME OFFICE,PRINTER,Printers,Vendor 23,MFC 3-in-1 Laser Pri,DCP385C,101.45,118.6965,20
1592,HOME OFFICE,PRINTER,Printers,Vendor 23,Photo Printer w/USB,IP2600SE,22.6,28.928,17
1593,HOME OFFICE,PRINTER,Printers,Vendor 23,Wireless Photo All-In-One,MG5220,141.35,192.236,10
1594,HOME OFFICE,PRINTER,Printers,Vendor 585,ALL IN ONE PRINTER,X1270,27.5,34.65,12
1595,HOME OFFICE,PRINTER,Printers,Vendor 585,ALL-IN-ONE PRINTER,X8350,133.52,173.576,11
1596,HOME OFFICE,PRINTER,Printers,Vendor 585,PRINTER,Z605,41.05,47.618,11
1597,HOME OFFICE,PRINTER,Shredders,Vendor 23,B&D Crosscut Shredde,ID61M,27.5,40.425,14
1598,HOME OFFICE,TELEPHONE/ANSW.MACH,2.4 GHZ,Vendor 665,2.4 GHZ TELEPHONE,VTGZ2436,19.46,25.6872,15
1599,HOME OFFICE,TELEPHONE/ANSW.MACH,5.8 GHZ,Vendor 300,5.8 GHZ DIGITAL PHONE,TRU94883WB,115.95,151.8945,20
1600,HOME OFFICE,TELEPHONE/ANSW.MACH,5.8 GHZ,Vendor 300,TELEPHONE,TRU12803WB,77.89,88.7946,17
1601,HOME OFFICE,TELEPHONE/ANSW.MACH,5.8 GHZ,Vendor 665,5.8 GHZ TELEPHONE,VTIA5859,58.85,80.036,10
1602,HOME OFFICE,TELEPHONE/ANSW.MACH,5.8 GHZ,Vendor 665,DIGITAL PHONE,VTIA5851,41.24,55.674,17
1603,HOME OFFICE,TELEPHONE/ANSW.MACH,5.8 GHZ,Vendor 665,TELEPHONE,VT5877,63.48,82.524,12
1604,HOME OFFICE,TELEPHONE/ANSW.MACH,Cordless,Vendor 117,TELEPHONE,KXTG6445T,128.04,145.9656,14
1605,HOME OFFICE,TELEPHONE/ANSW.MACH,Cordless,Vendor 23,Dect 6.0 Cordless phone 3,L303,58.3,76.373,20
1606,HOME OFFICE,TELEPHONE/ANSW.MACH,Cordless,Vendor 300,TELEPHONE,DECT15602,32.31,41.3568,16
1607,HOME OFFICE,TELEPHONE/ANSW.MACH,Multi-Line,Vendor 117,TELEPHONE,KXTG2730S,99.08,109.9788,18
1608,MAJOR APPLIANCES,AIR CONDITIONER,Personal Air Conditioners,Vendor 234,6.5K BTU AIR CONDITIONER,ZQ07B10,143.36,190.6688,70
1609,MAJOR APPLIANCES,AIR CONDITIONER,Personal Air Conditioners,Vendor 24,5K BTU A/C,A3X05F2H,82.14,105.9606,71
1610,MAJOR APPLIANCES,AIR CONDITIONER,Portable Air Conditioners,Vendor 234,11.6K BTU AIR CONDITIONER,KS12L10,409.26,458.3712,74
1611,MAJOR APPLIANCES,AIR CONDITIONER,Portable Air Conditioners,Vendor 234,AIR CONDITIONER,KM18J30B,404.35,509.481,51
1612,MAJOR APPLIANCES,AIR CONDITIONER,Portable Air Conditioners,Vendor 234,AIR CONDITIONER,KM21J30,588.03,776.1996,69
1613,MAJOR APPLIANCES,AIR CONDITIONER,Portable Air Conditioners,Vendor 234,HEAT & COOL A/C - W/O KIT,EK12J33A,478.71,540.9423,61
1614,MAJOR APPLIANCES,AIR CONDITIONER,Wall Air Conditioners,Vendor 234,14500 BTU C/10700 BTU H,ES15M33,709.88,1022.2272,67
1615,MAJOR APPLIANCES,AIR CONDITIONER,Wall Air Conditioners,Vendor 234,"17,500 BTU C,13,000 BTU H",EM18M34,759.16,1115.9652,64
1616,MAJOR APPLIANCES,AIR CONDITIONER,Wall Air Conditioners,Vendor 234,HEAT/COOL A/C,EL36M35,1203.75,1396.35,55
1617,MAJOR APPLIANCES,AIR CONDITIONER,Wall Air Conditioners,Vendor 24,18K BTU HEAT AND COOL A/C,AEY18F7H,338.55,501.054,55
1618,MAJOR APPLIANCES,AIR CONDITIONER,Wall Air Conditioners,Vendor 24,24K BTU HEAT AND COOL A/C,AED24E7G,421.8,560.994,74
1619,MAJOR APPLIANCES,AIR CONDITIONER,Window Air Conditioners,Vendor 234,"18,000 BTU A/C",CP18F30,413.36,620.04,69
1620,MAJOR APPLIANCES,AIR CONDITIONER,Window Air Conditioners,Vendor 234,A/C,SL28M30,999,1298.7,69
1621,MAJOR APPLIANCES,AIR CONDITIONER,Window Air Conditioners,Vendor 234,"A/C 14,500 BTU",CP14E10,367.41,521.7222,62
1622,MAJOR APPLIANCES,AIR CONDITIONER,Window Air Conditioners,Vendor 234,AIR CONDITION,KM18J30C,386.03,505.6993,52
1623,MAJOR APPLIANCES,AIR CONDITIONER,Window Air Conditioners,Vendor 234,AIR CONDITIONER,ES12M33,632.7,885.78,71
1624,MAJOR APPLIANCES,AIR CONDITIONER,Window Air Conditioners,Vendor 234,AIR CONDITIONER,KS15J10,361.68,470.184,51
1625,MAJOR APPLIANCES,AIR CONDITIONER,Window Air Conditioners,Vendor 234,AIR CONDITIONER,RS18J30,344.1,495.504,67
1626,MAJOR APPLIANCES,AIR CONDITIONER,Window Air Conditioners,Vendor 234,AIR CONDITIONER,SH15M30B,2053.13,2443.2247,54
1627,MAJOR APPLIANCES,AIR CONDITIONER,Window Air Conditioners,Vendor 234,AIR CONDITIONER,SL36M30,1187.7,1603.395,52
1628,MAJOR APPLIANCES,AIR CONDITIONER,Window Air Conditioners,Vendor 234,AIR CONDITIONER(SP ORDER),SH20M30,2396.25,3546.45,69
1629,MAJOR APPLIANCES,APPLIANCE ACCESSORIE,Oven Accesories,Vendor 31,BLK EXPRES SMTHTOP CRTRDG,AR141B,264.29,362.0773,32
1630,MAJOR APPLIANCES,APPLIANCE ACCESSORIE,Oven Accesories,Vendor 31,ELEMENT,YA145A,35.52,51.1488,34
1631,MAJOR APPLIANCES,APPLIANCE ACCESSORIE,Refrigerator Accessories,Vendor 184,RED STACK KIT,RSTK1,17.98,24.273,5
1632,MAJOR APPLIANCES,APPLIANCE ACCESSORIE,Refrigerator Accessories,Vendor 184,STACK KIT (TITANIUM),SSTK1,17.97,23.361,22
1633,MAJOR APPLIANCES,APPLIANCE ACCESSORIE,Refrigerator Accessories,Vendor 184,STACK KIT (WHITE),WSTK1,17.99,25.186,18
1634,MAJOR APPLIANCES,APPLIANCE ACCESSORIE,Refrigerator Accessories,Vendor 184,WATER FILTER,LT500P,32.63,40.4612,28
1635,MAJOR APPLIANCES,APPLIANCE ACCESSORIE,Water Filtration,Vendor 184,WATER FILTER,LT600P,37.06,53.3664,11
1636,MAJOR APPLIANCES,APPLIANCE ACCESSORIE,Water Filtration,Vendor 184,WATER FILTER,LT700P,37.13,45.6699,24
1637,MAJOR APPLIANCES,BUILT IN ACCESS.,Built In Accesories,Vendor 180,POWER PACK,PM390,188.65,267.883,34
1638,MAJOR APPLIANCES,BUILT IN ACCESS.,Built In Accesories,Vendor 234,WINDOW INSTALLATION KIT,KWIKM,31.5,45.99,25
1639,MAJOR APPLIANCES,BUILT IN ACCESS.,Built In Accesories,Vendor 234,WINDOW INSTALLATION KIT,KWIKS,31.5,40.005,27
1640,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 184,DISHWASHER,LDF6920BB,565.88,792.232,82
1641,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 184,DISHWASHER,LDF7932ST,808.88,962.5672,96
1642,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 184,DISHWASHER  (SS),LDF6920ST,650.29,949.4234,88
1643,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 184,DISHWASHER (SPEC ORDER),LDF6920WW,646.88,925.0384,97
1644,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 184,DISHWASHER (SS),LDS4821ST,557.38,813.7748,79
1645,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 184,DISHWASHER (STAINLESS),LDF6810ST,646.66,957.0568,85
1646,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 184,DISHWASHER (WHITE),LDS4821WW,456.75,666.855,98
1647,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 184,DISHWASHER(SP ORDER),LDS4821SW,452.69,669.9812,98
1648,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 255,DISHWASHER (BLACK),SHE4AM16UC,415.3,531.584,97
1649,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 255,DISHWASHER (WHITE),SHE4AM12UC,427.94,517.8074,78
1650,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 31,DISHWASHER,JDB1270AWY,900.21,1125.2625,87
1651,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 31,DISHWASHER (STAINLESS),JDB1105AWS,801.59,969.9239,88
1652,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 361,DISHWASHER (WHITE),TUD4700WQ,178.85,205.6775,81
1653,MAJOR APPLIANCES,BUILT IN DISHWASHER,Built In Dishwashers,Vendor 56,DISHWASHER,HDA1100NWH,178.21,201.3773,77
1654,MAJOR APPLIANCES,BUILT-IN OVEN,Built-In Ovens,Vendor 184,DBL OVEN,LWD3081ST,2448.3,3403.137,86
1655,MAJOR APPLIANCES,BUILT-IN OVEN,Built-In Ovens,Vendor 184,OVEN,LWS3081ST,1577.25,2334.33,96
1656,MAJOR APPLIANCES,BUILT-IN OVEN,Built-In Ovens,Vendor 31,ELECT SINGLE OVEN (SS),JJW8530DDS,1250.55,1613.2095,85
1657,MAJOR APPLIANCES,COMPACT REFRIGERATOR,Compact Refrigerators,Vendor 23,2.7cf Refrigerator-,HSB03,106.7,144.045,79
1658,MAJOR APPLIANCES,COMPACT REFRIGERATOR,Compact Refrigerators,Vendor 23,2.7cf Refrigerator-,HSB03BB,90.04,115.2512,87
1659,MAJOR APPLIANCES,COMPACT REFRIGERATOR,Compact Refrigerators,Vendor 23,3.9cf Refrigerator/F,HSA04WNCWW,124.3,144.188,85
1660,MAJOR APPLIANCES,COMPACT REFRIGERATOR,Compact Refrigerators,Vendor 23,4.5cf Refrigerator/Freeze,HNSE05VS01,139.03,162.6651,92
1661,MAJOR APPLIANCES,COMPACT REFRIGERATOR,Compact Refrigerators,Vendor 23,5.0 cf Refrigerator,BCA5003PS,203.5,305.25,78
1662,MAJOR APPLIANCES,COOKTOP,Cooktops,Vendor 184,COOK TOP,LCG3091ST,890.4,1077.384,101
1663,MAJOR APPLIANCES,COOKTOP,Cooktops,Vendor 184,COOKTOP,LCG3691ST,1031.28,1196.2848,123
1664,MAJOR APPLIANCES,COOKTOP,Cooktops,Vendor 31,"30""ELE.DWNDRFT CKTOP (BLK",JED8230ADB,585.64,855.0344,132
1665,MAJOR APPLIANCES,COOKTOP,Cooktops,Vendor 31,"30""ELE.DWNDRFT CKTOP (WT)",JED8230ADW,533.91,795.5259,137
1666,MAJOR APPLIANCES,COOKTOP,Cooktops,Vendor 31,"30""ELE.DWNDRFT COOKTOP(BK",JED8430BDB,873.86,1031.1548,132
1667,MAJOR APPLIANCES,COOKTOP,Cooktops,Vendor 31,"36"" GAS COOKTOP (SS)",JGC8536ADS,753.35,1130.025,104
1668,MAJOR APPLIANCES,COOKTOP,Cooktops,Vendor 31,ELEC.DOWNDRAFT COOKTOP(BK,CVEX4370B,826.43,1190.0592,104
1669,MAJOR APPLIANCES,COOKTOP,Cooktops,Vendor 31,ELECTRIC COOKTOP (BLACK),JEC8430ADB,469.33,567.8893,122
1670,MAJOR APPLIANCES,COOKTOP,Cooktops,Vendor 31,GAS COOKTOP,JGC8536BDW,691.53,892.0737,144
1671,MAJOR APPLIANCES,COOKWARE,Cookware,Vendor 162,7 PIECE SS COOKWARE,777,71.43,97.1448,127
1672,MAJOR APPLIANCES,COOKWARE,Cookware,Vendor 23,Porcelain Broiler Pan w/,BP102X,18.7,25.432,113
1673,MAJOR APPLIANCES,COOKWARE,Cookware,Vendor 23,T-Fal 10pc Cookware Set-,C878SA84,65.61,85.293,131
1674,MAJOR APPLIANCES,COOKWARE,Cookware,Vendor 23,"WB 12"" EXTRA DEEP SKILLET",72212FOCUS,30.25,39.93,144
1675,MAJOR APPLIANCES,COOKWARE,Cookware,Vendor 23,"WB 12"" x 15"" Oblong Skill",72215FOCUS,36.3,42.108,144
1676,MAJOR APPLIANCES,COOKWARE,Cookware Storage,Vendor 23,POT RACK,P100271,113.3,128.029,133
1677,MAJOR APPLIANCES,DROP-IN/SLIDE-IN,Drop-In/Slide-In,Vendor 184,SLIDE IN RANGE,LSE3092ST,1812.38,2519.2082,143
1678,MAJOR APPLIANCES,DROP-IN/SLIDE-IN,Drop-In/Slide-In,Vendor 31,DWNDFT SLIDEIN RANGE(SP.O,JES9750BAS,1517.37,2200.1865,112
1679,MAJOR APPLIANCES,DROP-IN/SLIDE-IN,Drop-In/Slide-In,Vendor 31,SLIDE IN RANGE(SP ORDER),JES9800CAS,2246.64,3055.4304,123
1680,MAJOR APPLIANCES,DRYER,Coin Operated,Vendor 306,ELECTRIC DRYER (WHITE),DEGX,595.27,672.6551,138
1681,MAJOR APPLIANCES,DRYER,Electric Dryers,Vendor 184,ELECTRIC DRYER (WHITE),DLE4801W,590.85,868.5495,101
1682,MAJOR APPLIANCES,DRYER,Electric Dryers,Vendor 361,ELECTRIC DRYER (WHITE),EED4100SQ,250.88,311.0912,140
1683,MAJOR APPLIANCES,DRYER,Electric Dryers,Vendor 361,ELECTRIC DRYER (WHITE),EED4300TQ,187.59,281.385,132
1684,MAJOR APPLIANCES,DRYER,Electric Dryers,Vendor 361,ELECTRIC DRYER (WHITE),EED4300VQ,249.75,352.1475,140
1685,MAJOR APPLIANCES,DRYER,Gas Dryers,Vendor 184,GAS DRYER (WHITE),DLG4802W,598.23,801.6282,149
1686,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,DRYER  (WHITE),DLGX8388WM,980.13,1274.169,113
1687,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,DRYER (SPECIAL ORDER),DLEX3360R,962.25,1308.66,144
1688,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,ELECT DRYER (RED),DLEX7177RM,976.8,1455.432,138
1689,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,ELECT DRYER (WHITE),DLEX7177WM,764.97,887.3652,110
1690,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,ELECTRIC DRYER (RED),DLE7177RM,754.18,957.8086,134
1691,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,ELECTRIC DRYER (WHITE),DLE2516W,570.31,838.3557,132
1692,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,ELECTRIC DRYER (WHITE),DLE5955W,796.63,1051.5516,139
1693,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,ELECTRIC DRYER (WHITE),DLE7177WM,465.68,689.2064,102
1694,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,ELECTRIC DRYER (WHITE),DLE8377WM,800.18,888.1998,145
1695,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,GAS DRYER (WHITE),DLG2526W,634.7,844.151,137
1696,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,GAS DRYER (WHITE),DLG5966W,849.99,1062.4875,149
1697,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,GAS DRYER (WHITE),DLG7188WM,485.07,577.2333,116
1698,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECT DRYER (PLATINUM),DLEX3001P,1146.38,1478.8302,147
1699,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECT DRYER (SILVER),DLEX2901V,970.88,1446.6112,130
1700,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECT DRYER (WHITE),DLE5001W,668.97,949.9374,101
1701,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECT DRYER (WHITE),DLEX3875W,993.38,1192.056,124
1702,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECTRIC DRYER (RED),DLE2350R,753.97,1093.2565,135
1703,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECTRIC DRYER (RED),DLEX2801R,1071,1349.46,137
1704,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECTRIC DRYER (RED),DLEX3001R,1140.06,1584.6834,134
1705,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECTRIC DRYER (SS),DLE2701V,971.19,1272.2589,148
1706,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECTRIC DRYER (WHITE),DLE1310W,459.65,574.5625,117
1707,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECTRIC DRYER (WHITE),DLE2140W,603.48,712.1064,135
1708,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECTRIC DRYER (WHITE),DLE2301W,676.88,886.7128,104
1709,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECTRIC DRYER (WHITE),DLE3733W,411.44,588.3592,114
1710,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECTRIC DRYER (WHITE),DLEX2801W,993.38,1331.1292,137
1711,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE ELECTRIC DRYER (WHITE),DLEX3001W,1051.76,1220.0416,123
1712,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE GAS DRYER (RED),DLG2351R,766.58,858.5696,106
1713,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE GAS DRYER (RED),DLGX2802R,1126.52,1667.2496,121
1714,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE GAS DRYER (RED),DLGX3002RM,1165.44,1736.5056,116
1715,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE GAS DRYER (SS),DLG2702V,1028.5,1172.49,140
1716,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE GAS DRYER (WHITE),DLG2051W,588.33,753.0624,107
1717,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE GAS DRYER (WHITE),DLG2141W,641.88,802.35,143
1718,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE GAS DRYER (WHITE),DLG5002W,730.13,941.8677,128
1719,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE GAS DRYER (WHITE),DLGX2502W,866.25,996.1875,107
1720,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE GAS DRYER (WHITE),DLGX2802W,1038.35,1204.486,137
1721,MAJOR APPLIANCES,DRYER,Steam,Vendor 184,HE GAS DRYER (WHITE),DLGX3002WM,1077.59,1433.1947,103
1722,MAJOR APPLIANCES,ELECTRIC RANGE,Electric Range,Vendor 184,ELECTRIC RANGE,LRE30453SW,748.13,882.7934,127
1723,MAJOR APPLIANCES,ELECTRIC RANGE,Electric Range,Vendor 184,ELECTRIC RANGE,LRE30955ST,1552.89,1910.0547,134
1724,MAJOR APPLIANCES,ELECTRIC RANGE,Electric Range,Vendor 184,ELECTRIC RANGE (SS),LRE3012ST,684.28,855.35,134
1725,MAJOR APPLIANCES,ELECTRIC RANGE,Electric Range,Vendor 184,ELECTRIC RANGE (SS),LRE30451ST,771.96,926.352,109
1726,MAJOR APPLIANCES,ELECTRIC RANGE,Electric Range,Vendor 184,ELECTRIC RANGE (SS),LRE30453ST,786.35,872.8485,135
1727,MAJOR APPLIANCES,ELECTRIC RANGE,Electric Range,Vendor 184,ELECTRIC RANGE (WHITE),LRE30453WW,446,637.78,109
